"Id","LotArea","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","RoofStyle","Exterior1st","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","TotalBsmtSF","Heating","X1stFlrSF","LowQualFinSF","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageArea","GarageCond","PavedDrive","PoolArea","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","Overall_Groups","condition"
13,9.47031717333574,"Sawyer","Norm","1Fam","1Story",5,6,"Hip","HdBoard",0,"TA","TA","CBlock","TA","TA",6.81673588059497,"GasA",6.81673588059497,0,1,"TA",4,"Typ",0,"Detchd",5.8664680569333,"TA","Y",0,0,9,2008,"WD","Normal",11.8775755229785,2,"Average"
14,9.2735968216112,"CollgCr","Norm","1Fam","1Story",7,5,"Gable","VinylSd",5.7268477475872,"Gd","TA","PConc","Gd","TA",7.30988148582479,"GasA",7.30988148582479,0,1,"Gd",7,"Typ",1,"Attchd",6.73459165997295,"TA","Y",0,0,8,2007,"New","Partial",12.5407611493884,2,"Average"
15,9.29844282019773,"NAmes","Norm","1Fam","1Story",6,5,"Hip","MetalSd",5.36129216570943,"TA","TA","CBlock","TA","TA",7.13409372119287,"GasA",7.13409372119287,0,1,"TA",5,"Typ",1,"Attchd",5.8664680569333,"TA","Y",0,0,5,2008,"WD","Normal",11.9640074537369,2,"Average"
16,8.71948076085107,"BrkSide","Norm","1Fam","1.5Unf",7,8,"Gable","Wd Sdng",0,"TA","TA","BrkTil","TA","TA",6.72503364216684,"GasA",6.75110146893676,0,1,"TA",5,"Typ",0,"Detchd",6.3578422665081,"TA","Y",0,0,7,2007,"WD","Normal",11.7905647772974,3,"Good"
17,9.32741204356202,"NAmes","Norm","1Fam","1Story",6,7,"Gable","Wd Sdng",5.19849703126583,"TA","TA","CBlock","TA","TA",6.91274282049318,"GasA",6.91274282049318,0,1,"TA",5,"Typ",1,"Attchd",6.17586727010576,"TA","Y",0,6.55250788703459,3,2010,"WD","Normal",11.9117082963145,3,"Good"
18,9.28656039788759,"Sawyer","Norm","Duplex","1Story",4,5,"Gable","MetalSd",0,"TA","TA","Slab","TA","TA",0,"GasA",7.16780918431644,0,2,"TA",6,"Typ",0,"CarPort",6.24804287450843,"TA","Y",0,6.21660610108486,10,2006,"WD","Normal",11.4075760603618,2,"Average"
19,9.52485909838152,"SawyerW","RRAe","1Fam","1Story",5,5,"Gable","VinylSd",0,"TA","TA","PConc","TA","TA",7.01660968389422,"GasA",7.01660968389422,0,1,"Gd",6,"Typ",0,"Detchd",6.3578422665081,"TA","Y",0,0,6,2008,"WD","Normal",11.9766657704908,2,"Average"
20,8.93075873555827,"NAmes","Norm","1Fam","1Story",5,6,"Hip","BrkFace",0,"TA","TA","CBlock","TA","TA",6.93731408122368,"GasA",7.20042489294496,0,1,"TA",6,"Min1",0,"Attchd",5.68697535633982,"TA","Y",0,0,5,2009,"COD","Abnorml",11.8422364063316,2,"Average"
21,9.56212336983449,"NridgHt","Norm","1Fam","2Story",8,5,"Gable","VinylSd",5.9427993751267,"Gd","TA","PConc","Ex","TA",7.05531284333975,"GasA",7.05531284333975,0,1,"Gd",9,"Typ",1,"BuiltIn",6.74993119378857,"TA","Y",0,0,11,2006,"New","Partial",12.6925061865422,2,"Average"
22,8.9159693113736,"IDOTRR","Norm","1Fam","1.5Unf",7,7,"Gable","Wd Sdng",0,"TA","TA","PConc","TA","TA",6.45833828334479,"GasA",7.01121398735037,0,1,"Gd",6,"Typ",1,"Attchd",5.63835466933375,"TA","N",0,0,6,2007,"WD","Normal",11.845109950884,3,"Good"
23,9.18430435742534,"CollgCr","Norm","1Fam","1Story",8,5,"Hip","VinylSd",5.64190707093811,"Gd","TA","PConc","Gd","TA",7.48324441607385,"GasA",7.49331724886215,0,1,"Gd",7,"Typ",1,"Attchd",6.28226674689601,"TA","Y",0,0,9,2008,"WD","Normal",12.345838935722,2,"Average"
24,8.34877453979127,"MeadowV","Norm","TwnhsE","1Story",5,7,"Gable","CemntBd",0,"TA","TA","PConc","Gd","TA",6.94793706861497,"GasA",6.96696713861398,0,1,"TA",6,"Typ",1,"Attchd",6.35088571671474,"TA","Y",0,0,6,2007,"WD","Normal",11.7745279008585,3,"Good"
25,9.01760477683336,"Sawyer","Norm","1Fam","1Story",5,8,"Gable","Plywood",0,"TA","Gd","CBlock","TA","TA",6.96696713861398,"GasA",6.96696713861398,0,1,"Gd",6,"Typ",1,"Attchd",5.6021188208797,"TA","Y",0,0,5,2010,"WD","Normal",11.9447143748812,3,"Good"
26,9.56317796268366,"NridgHt","Norm","1Fam","1Story",8,5,"Gable","VinylSd",6.46302945692067,"Gd","TA","PConc","Gd","TA",7.35691824235602,"GasA",7.37838371299671,0,1,"Gd",7,"Typ",1,"Attchd",6.79234442747081,"TA","Y",0,0,7,2009,"WD","Normal",12.4541078140223,2,"Average"
27,8.88197518424887,"NAmes","Norm","1Fam","1Story",5,7,"Gable","Wd Sdng",0,"TA","TA","CBlock","TA","TA",6.80350525760834,"GasA",6.80350525760834,0,1,"Gd",5,"Typ",0,"Detchd",6.3578422665081,"TA","Y",0,0,5,2010,"WD","Normal",11.8115548958305,3,"Good"
28,9.3482745580655,"NridgHt","Norm","1Fam","1Story",8,5,"Gable","VinylSd",5.30330490805908,"Gd","TA","PConc","Ex","TA",7.44132038971762,"GasA",7.44132038971762,0,1,"Gd",7,"Typ",1,"Attchd",6.65027904858742,"TA","Y",0,0,5,2010,"WD","Normal",12.631343648903,2,"Average"
29,9.70026917002919,"NAmes","Norm","1Fam","1Story",5,6,"Gable","MetalSd",0,"TA","TA","CBlock","TA","TA",7.3031700512368,"GasA",7.37838371299671,0,1,"TA",6,"Typ",2,"Attchd",5.76832099579377,"TA","Y",0,0,12,2006,"WD","Normal",12.2428914379184,2,"Average"
30,8.75226531359572,"BrkSide","Feedr","1Fam","1Story",4,6,"Gable","MetalSd",0,"TA","TA","BrkTil","TA","TA",6.25575004175337,"GasA",6.25575004175337,0,1,"Fa",4,"Typ",0,"Detchd",5.48479693349065,"TA","Y",0,0,5,2008,"WD","Normal",11.1346036226839,2,"Average"
31,9.04793908261736,"IDOTRR","Feedr","1Fam","2Story",4,4,"Gambrel","BrkFace",0,"TA","Fa","BrkTil","TA","TA",6.47697236288968,"GasA",6.47697236288968,0,1,"TA",6,"Typ",0,"Detchd",5.52545293913178,"Fa","N",0,0,7,2008,"WD","Normal",10.5966597327836,2,"Average"
32,9.05310159554969,"Sawyer","Norm","1Fam","1Story",5,6,"Gable","HdBoard",0,"TA","TA","CBlock","TA","TA",7.11395610956603,"GasA",7.11395610956603,0,1,"Gd",6,"Typ",0,"Attchd",5.605802066296,"TA","Y",0,0,6,2008,"WD","Normal",11.9140545193031,2,"Average"
33,9.3101857069459,"CollgCr","Norm","1Fam","1Story",8,5,"Gable","VinylSd",0,"Gd","TA","PConc","Ex","TA",7.11882624906208,"GasA",7.11882624906208,0,1,"Gd",7,"Typ",0,"Attchd",6.18414889093748,"TA","Y",0,0,1,2008,"WD","Normal",12.1001619785669,2,"Average"
34,9.26416545867109,"NAmes","Norm","1Fam","1Story",5,5,"Hip","BrkFace",0,"TA","TA","CBlock","TA","TA",7.24351297466548,"GasA",7.43897159239586,0,1,"Gd",6,"Typ",1,"Attchd",6.10479323241498,"TA","Y",0,0,4,2010,"WD","Normal",12.0167325160771,2,"Average"
35,8.89754559870933,"NridgHt","Norm","TwnhsE","1Story",9,5,"Hip","MetalSd",5.50938833662798,"Ex","TA","PConc","Ex","TA",7.35372233039963,"GasA",7.35372233039963,0,1,"Ex",6,"Typ",1,"Attchd",6.32256523992728,"TA","Y",0,0,8,2007,"WD","Normal",12.5335798157657,2,"Average"
36,9.50442689210096,"NridgHt","Norm","1Fam","2Story",8,5,"Gable","VinylSd",4.89034912822175,"Gd","TA","PConc","Ex","TA",7.01929665371504,"GasA",7.03262426102801,0,1,"Gd",9,"Typ",1,"BuiltIn",6.53958595561767,"TA","Y",0,0,9,2006,"WD","Normal",12.6410997921206,2,"Average"
37,9.29284159348793,"CollgCr","Norm","1Fam","1Story",5,5,"Gable","VinylSd",0,"TA","TA","PConc","Gd","TA",7.00124562206948,"GasA",7.00124562206948,0,1,"TA",6,"Typ",0,"Attchd",6.51174532964473,"TA","Y",0,0,6,2009,"WD","Normal",11.8844959179307,2,"Average"
38,9.05169627853659,"NAmes","Norm","1Fam","1Story",5,6,"Hip","Wd Sdng",6.47850964220857,"TA","TA","CBlock","TA","TA",7.16857989726403,"GasA",7.16857989726403,0,1,"TA",5,"Typ",1,"Attchd",6.21260609575152,"TA","Y",0,0,10,2009,"WD","Normal",11.9381997363009,2,"Average"
39,8.97752520096524,"NAmes","Norm","1Fam","1Story",5,7,"Gable","VinylSd",0,"TA","Gd","CBlock","TA","TA",6.96413561241824,"GasA",6.96413561241824,0,1,"Gd",5,"Typ",0,"Detchd",5.50938833662798,"TA","Y",0,0,1,2010,"WD","Abnorml",11.5991123354811,3,"Good"
40,8.70632484013874,"Edwards","Norm","Duplex","1Story",4,5,"Gable","AsbShng",0,"TA","TA","PConc","TA","TA",0,"GasA",7.05012252026906,0,2,"Fa",6,"Typ",0,"Attchd",0,"TA","N",0,0,6,2008,"WD","AdjLand",11.314486721294,2,"Average"
41,9.0663545214478,"NAmes","Norm","1Fam","1Story",6,5,"Gable","Wd Sdng",4.62497281328427,"TA","TA","CBlock","TA","TA",6.99301512293296,"GasA",7.18916773842032,0,1,"TA",6,"Typ",1,"Attchd",6.08904487544685,"TA","Y",0,0,12,2006,"WD","Abnorml",11.9829353441964,2,"Average"
42,9.73542386748887,"Timber","Norm","1Fam","1Story",5,6,"Gable","VinylSd",0,"TA","Gd","CBlock","TA","TA",7.2086003379602,"GasA",7.19218205871325,0,1,"TA",5,"Typ",2,"Attchd",5.73334127689775,"TA","P",0,0,7,2007,"WD","Normal",12.043559598368,2,"Average"
43,9.1248914101437,"SawyerW","Norm","1Fam","SFoyer",5,7,"Gable","HdBoard",0,"TA","TA","CBlock","Gd","TA",6.73459165997295,"GasA",6.78558764500793,0,1,"Gd",5,"Typ",0,"Attchd",6.22455842927536,"Gd","Y",0,0,12,2007,"WD","Normal",11.8775755229785,3,"Good"
44,9.12706745278236,"CollgCr","Norm","1Fam","1Story",5,6,"Hip","VinylSd",0,"TA","TA","CBlock","Gd","TA",6.84481547920826,"GasA",6.84481547920826,0,1,"TA",5,"Typ",0,"Detchd",5.73334127689775,"TA","Y",0,0,7,2008,"WD","Normal",11.7772186371293,2,"Average"
45,8.98042393637454,"NAmes","Norm","1Fam","1Story",5,6,"Gable","BrkFace",0,"TA","TA","CBlock","TA","TA",7.04838640872188,"GasA",7.04838640872188,0,1,"TA",6,"Typ",0,"Attchd",5.70711026474888,"TA","Y",0,0,5,2006,"WD","Normal",11.8565222615337,2,"Average"
46,8.94363670590959,"NridgHt","Norm","TwnhsE","1Story",9,5,"Hip","MetalSd",6.02344759296103,"Ex","TA","PConc","Ex","TA",7.46908388492123,"GasA",7.46908388492123,0,1,"Ex",6,"Typ",1,"Attchd",6.3578422665081,"TA","Y",0,0,2,2010,"WD","Normal",12.6757668519096,2,"Average"
47,9.45899571245912,"Mitchel","Norm","1Fam","1.5Fin",7,5,"Gable","VinylSd",0,"Gd","TA","PConc","Ex","TA",7.26892012819372,"GasA",7.32580750259577,0,1,"Gd",6,"Typ",1,"Attchd",6.50876913697168,"TA","Y",0,0,8,2009,"WD","Abnorml",12.387089184492,2,"Average"
48,9.31443008050056,"Somerst","Norm","1Fam","1Story",8,5,"Gable","VinylSd",0,"Gd","TA","PConc","Gd","TA",7.41276401742656,"GasA",7.41276401742656,0,1,"Gd",7,"Typ",0,"Attchd",6.71780469502369,"TA","Y",0,0,7,2007,"WD","Normal",12.4280194810656,2,"Average"
49,8.40223117294656,"OldTown","Norm","2fmCon","2Story",4,5,"Gable","MetalSd",0,"TA","TA","BrkTil","TA","TA",6.60258789218934,"GasA",6.60258789218934,0,3,"TA",8,"Typ",0,"Attchd",0,"TA","N",0,0,6,2009,"New","Partial",11.6351519472128,2,"Average"
50,8.95454448838672,"Sawyer","Norm","1Fam","1Story",5,7,"Gable","HdBoard",0,"TA","TA","CBlock","TA","TA",6.8627579130514,"GasA",6.8627579130514,0,1,"TA",6,"Typ",0,"Attchd",5.95842469302978,"TA","Y",0,0,1,2007,"WD","Normal",11.7519502394255,3,"Good"
51,9.53748351330888,"Gilbert","Norm","1Fam","2Story",6,6,"Gable","VinylSd",0,"TA","TA","PConc","Gd","TA",6.67834211465433,"GasA",6.67834211465433,0,1,"TA",6,"Typ",0,"Attchd",5.96357934361845,"TA","Y",0,0,7,2007,"WD","Normal",12.0839106612575,2,"Average"
52,8.73889570493404,"BrkSide","Norm","1Fam","1.5Fin",6,6,"Gable","Wd Sdng",0,"TA","TA","PConc","TA","TA",6.70563909486,"GasA",6.70563909486,5.88887795833288,1,"TA",6,"Typ",1,"Detchd",6.2709884318583,"TA","Y",0,5.99396142730657,9,2006,"WD","Normal",11.6483388355627,2,"Average"
53,9.04463991619846,"IDOTRR","RRNn","Duplex","1Story",5,5,"Gable","Wd Sdng",0,"Fa","TA","CBlock","Gd","TA",6.70563909486,"GasA",6.70563909486,0,1,"TA",5,"Typ",0,"CarPort",6.24804287450843,"TA","Y",0,0,5,2010,"WD","Normal",11.6082447356423,2,"Average"
54,10.8252035410553,"Veenker","Norm","1Fam","1Story",9,5,"Gable","WdShing",0,"Gd","TA","CBlock","Ex","TA",7.51914995766982,"GasA",7.51914995766982,0,1,"Gd",5,"Typ",1,"Attchd",6.79682371827486,"TA","Y",0,0,11,2006,"WD","Normal",12.8610012106691,2,"Average"
55,8.87276752991094,"NAmes","Norm","1Fam","SLvl",5,5,"Gable","MetalSd",0,"TA","TA","CBlock","TA","TA",5.95324333428778,"GasA",7.21597500265147,0,1,"TA",6,"Min1",1,"Detchd",6.35088571671474,"TA","Y",0,0,2,2007,"WD","Normal",11.7752974217158,2,"Average"
56,9.2277872855799,"NAmes","Norm","1Fam","1Story",6,5,"Gable","HdBoard",5.60947179518496,"TA","TA","CBlock","TA","TA",7.26262860097424,"GasA",7.26262860097424,0,1,"TA",7,"Typ",1,"Attchd",6.3578422665081,"TA","Y",0,0,7,2008,"WD","Normal",12.1034915969059,2,"Average"
57,7.8808043446749,"Somerst","Norm","Twnhs","2Story",8,5,"Gable","MetalSd",6.12468339089421,"Gd","TA","PConc","Gd","TA",6.87832646829133,"GasA",6.89162589705225,0,1,"Gd",7,"Typ",0,"Attchd",6.17586727010576,"TA","Y",0,0,8,2009,"WD","Abnorml",12.0581583125382,2,"Average"
58,9.36271805239707,"CollgCr","Norm","1Fam","2Story",7,5,"Gable","VinylSd",0,"Gd","TA","PConc","Gd","TA",6.75809450442773,"GasA",6.75809450442773,0,1,"Gd",7,"Typ",0,"Attchd",6.33859407820318,"TA","Y",0,0,8,2006,"WD","Normal",12.188422799337,2,"Average"
59,9.52390946537981,"StoneBr","Norm","1Fam","2Story",10,5,"Hip","VinylSd",6.93925394604151,"Ex","TA","PConc","Ex","TA",7.25205395185281,"GasA",7.26332961747684,0,1,"Gd",10,"Typ",1,"BuiltIn",6.46458830368996,"TA","Y",0,0,10,2006,"New","Partial",12.9917557065369,2,"Average"
60,8.88197518424887,"CollgCr","Norm","1Fam","1Story",5,7,"Gable","HdBoard",0,"TA","TA","CBlock","TA","TA",6.66057514983969,"GasA",6.66057514983969,0,1,"TA",4,"Typ",0,"Detchd",5.8664680569333,"TA","Y",0,0,1,2008,"WD","Normal",11.7352767024867,3,"Good"
61,9.47830431356186,"SawyerW","RRAe","1Fam","1Story",6,5,"Gable","VinylSd",0,"TA","TA","PConc","Gd","TA",7.05531284333975,"GasA",7.05531284333975,0,1,"Gd",5,"Typ",0,"Detchd",6.3578422665081,"TA","Y",0,0,5,2006,"New","Partial",11.970356641103,2,"Average"
62,8.88197518424887,"IDOTRR","Norm","1Fam","2.5Unf",5,7,"Gable","MetalSd",0,"TA","TA","BrkTil","TA","Fa",6.27476202124194,"GasA",6.36647044773144,0,1,"Fa",6,"Typ",0,"Detchd",5.66642668811243,"TA","N",0,0,3,2007,"WD","Normal",11.5228856967645,3,"Good"
63,8.77074954913864,"NridgHt","Norm","TwnhsE","1Story",8,5,"Gable","VinylSd",5.18738580584075,"Gd","TA","PConc","Gd","Gd",7.22329567956231,"GasA",7.22329567956231,0,1,"Gd",6,"Typ",1,"Attchd",6.18414889093748,"TA","Y",0,0,10,2007,"WD","Normal",12.2185001037881,2,"Average"
64,9.23999625688369,"OldTown","RRAn","1Fam","2Story",7,6,"Gable","Stucco",0,"TA","TA","BrkTil","TA","TA",6.3578422665081,"GasA",6.80572255341699,0,1,"TA",9,"Typ",0,"Detchd",6.17586727010576,"TA","Y",0,0,4,2010,"WD","Normal",11.8494048444231,2,"Average"
65,9.14590851181679,"CollgCr","Norm","1Fam","2Story",7,5,"Gable","VinylSd",6.35262939631957,"TA","TA","PConc","Gd","TA",6.96413561241824,"GasA",6.96413561241824,0,1,"Gd",8,"Typ",0,"Attchd",6.4707995037826,"TA","Y",0,0,2,2009,"WD","Normal",12.2991120672956,2,"Average"
66,9.16868469670735,"NridgHt","Norm","1Fam","2Story",8,5,"Gable","VinylSd",5.84354441703136,"Gd","TA","PConc","Ex","TA",7.04228617193974,"GasA",7.04228617193974,0,1,"Gd",9,"Typ",1,"BuiltIn",6.74875954749168,"TA","Y",0,0,10,2007,"WD","Normal",12.6666602074286,2,"Average"
67,9.89852526070631,"NAmes","PosA","1Fam","1Story",7,5,"Gable","Plywood",5.66296048013595,"TA","TA","CBlock","Gd","TA",7.57455848420248,"GasA",7.69984240739699,0,1,"TA",7,"Min1",1,"Attchd",6.3578422665081,"TA","Y",0,0,7,2010,"WD","Normal",12.1007176854125,2,"Average"
68,9.27481639116055,"CollgCr","Norm","1Fam","1Story",7,5,"Gable","VinylSd",5.12396397940326,"Gd","TA","PConc","Gd","TA",7.28207365809346,"GasA",7.29979736675816,0,1,"Gd",7,"Typ",0,"Attchd",6.3261494731551,"TA","Y",0,0,6,2007,"WD","Normal",12.3282947030234,2,"Average"
69,8.43576619272051,"OldTown","Artery","1Fam","1Story",4,6,"Gable","MetalSd",0,"TA","Gd","CBlock","TA","TA",6.61740297797448,"GasA",6.61740297797448,0,1,"TA",4,"Typ",0,"Attchd",5.39816270151775,"TA","Y",0,0,6,2010,"WD","Normal",11.2897944135779,2,"Average"
70,9.65464150386955,"ClearCr","Norm","1Fam","1.5Fin",7,4,"Gable","BrkFace",0,"Gd","TA","CBlock","TA","TA",7.17395831975679,"GasW",7.17395831975679,0,1,"TA",7,"Typ",1,"Attchd",6.50428817353665,"TA","Y",0,0,7,2006,"WD","Normal",12.3238601256211,2,"Average"
71,9.5216413100266,"NAmes","Norm","1Fam","1Story",7,6,"Gable","Plywood",7.01750614294126,"TA","Gd","CBlock","Gd","TA",7.70706265537047,"GasA",7.70706265537047,0,1,"TA",8,"Typ",2,"Attchd",6.24804287450843,"TA","Y",0,0,2,2007,"WD","Normal",12.4049276026276,2,"Average"
72,8.93590352627442,"Mitchel","Norm","1Fam","1Story",4,6,"Gable","HdBoard",0,"TA","TA","CBlock","TA","TA",6.74051935960622,"GasA",6.74051935960622,0,1,"TA",4,"Typ",0,"Detchd",5.88887795833288,"TA","Y",0,0,6,2007,"WD","Normal",11.7714438820996,2,"Average"
73,9.22444049635496,"Gilbert","Norm","1Fam","2Story",7,5,"Gable","VinylSd",3.71357206670431,"TA","TA","PConc","Gd","TA",6.72503364216684,"GasA",6.78671695060508,0,1,"TA",7,"Typ",1,"Attchd",6.0591231955818,"TA","Y",0,0,12,2009,"WD","Normal",12.1281165094513,2,"Average"
74,9.23024103368252,"NAmes","Norm","1Fam","1Story",5,7,"Gable","Wd Sdng",4.65396035015752,"TA","TA","CBlock","TA","TA",6.99117688712121,"GasA",6.99117688712121,0,1,"TA",6,"Typ",0,"Attchd",6.19644412779452,"TA","Y",0,0,5,2010,"WD","Normal",11.8838060295962,3,"Good"
75,8.66406026722579,"OldTown","Norm","1Fam","2Story",3,6,"Gambrel","VinylSd",0,"Gd","Gd","CBlock","Fa","TA",6.73459165997295,"GasA",6.73459165997295,0,2,"TA",8,"Typ",0,"Detchd",5.94017125272043,"TA","Y",0,0,5,2010,"WD","Normal",11.5843247720005,2,"Average"
76,7.37588214821501,"MeadowV","Norm","Twnhs","SLvl",4,5,"Gable","CemntBd",0,"TA","TA","CBlock","Gd","TA",6.13772705408623,"GasA",6.26720054854136,0,1,"TA",5,"Typ",0,"BuiltIn",5.6970934865054,"TA","Y",0,0,11,2009,"WD","Normal",11.4186257744496,2,"Average"
77,9.04499391938819,"NAmes","Norm","1Fam","1Story",4,7,"Gable","VinylSd",0,"TA","TA","CBlock","TA","TA",6.8596149036542,"GasA",6.8596149036542,0,1,"TA",4,"Typ",0,"Detchd",5.64897423816121,"TA","Y",0,0,4,2008,"WD","Normal",11.8185776042516,3,"Good"
78,9.0636947916347,"BrkSide","Norm","1Fam","1.5Fin",5,5,"Gable","Wd Sdng",0,"TA","TA","CBlock","TA","TA",6.51174532964473,"GasA",6.9782137426307,0,1,"TA",6,"Min1",0,"Detchd",5.48479693349065,"TA","Y",0,0,1,2008,"WD","Normal",11.7519502394255,2,"Average"
79,9.28535507578163,"Sawyer","Norm","Duplex","1Story",4,5,"Hip","HdBoard",0,"TA","TA","CBlock","TA","TA",7.47816969415979,"GasA",7.47816969415979,0,2,"TA",8,"Typ",0,"Attchd",0,"TA","Y",0,0,4,2010,"WD","Normal",11.8240872195876,2,"Average"
80,9.25349564229011,"OldTown","Norm","1Fam","2Story",5,6,"Gable","Wd Sdng",0,"TA","TA","PConc","TA","TA",6.08904487544685,"GasA",6.52649485957079,0,1,"TA",5,"Typ",0,"Detchd",6.08904487544685,"TA","Y",0,0,5,2009,"WD","Normal",11.6082447356423,2,"Average"
81,9.47278155656217,"NAmes","Norm","1Fam","2Story",6,6,"Gable","VinylSd",6.3578422665081,"TA","Gd","CBlock","Gd","TA",6.7990558620588,"GasA",7.07580886397839,0,1,"Gd",8,"Typ",1,"Attchd",6.23441072571837,"TA","Y",0,0,6,2009,"WD","Normal",12.1730379593973,2,"Average"
82,8.41205487329293,"Mitchel","Norm","TwnhsE","1Story",6,5,"Hip","VinylSd",6.09582456243222,"TA","Gd","PConc","Ex","Gd",7.12125245324454,"GasA",7.19893124068817,0,1,"TA",5,"Typ",0,"Attchd",6.00635315960173,"TA","Y",0,0,3,2006,"WD","Normal",11.9414623606461,2,"Average"
83,9.2308290384035,"Somerst","Norm","1Fam","1Story",8,5,"Gable","VinylSd",6.15060276844628,"TA","TA","PConc","Gd","TA",7.35500192110526,"GasA",7.35500192110526,0,1,"Gd",6,"Typ",1,"Attchd",6.63200177739563,"TA","Y",0,0,10,2008,"WD","Normal",12.4090175711512,2,"Average"
84,9.09301972939964,"NAmes","Norm","1Fam","1Story",5,5,"Gable","MetalSd",4.20469261939097,"TA","TA","CBlock","TA","TA",6.97166860472579,"GasA",6.97166860472579,0,1,"TA",6,"Typ",0,"Detchd",6.13556489108174,"TA","Y",0,0,7,2007,"COD","Normal",11.7480054922568,2,"Average"
